StudyID_IDALL,Authors,Year,Title,Citation
737,"Nageswara Rao N, Meinke H, Craufurd PQ, et al.",2015,Strategic double cropping on Vertisols: A viable rainfed cropping option in the Indian SAT to increase productivity and reduce risk,"Nageswara Rao, V., Meinke, H., Craufurd, P. Q., Parsons, D., Kropff, M. J., Anten, N. P. R., . . . Rego, T. J. (2015). Strategic double cropping on Vertisols: A viable rainfed cropping option in the Indian SAT to increase productivity and reduce risk. European Journal of Agronomy, 62, 26-37. doi:10.1016/j.eja.2014.09.003"
497,"Rao M.R., Singh M.",1990,Productivity and risk evaluation in constrasting intercropping systems,"Rao, M. R., & Singh, M. (1990). Productivity and risk evaluation in constrasting intercropping systems. Field Crops Research, 23(3-4), 279-293. doi:10.1016/0378-4290(90)90060-o"
407,"Nageswara Rao V., Meinke H., Craufurd P.Q., Parsons D., Kropff M.J., Anten N.P.R., Wani S.P., Rego T.J.",2015,Strategic double cropping on Vertisols: A viable rainfed cropping option in the Indian SAT to increase productivity and reduce risk,"Nageswara Rao, V., Meinke, H., Craufurd, P. Q., Parsons, D., Kropff, M. J., Anten, N. P. R., . . . Rego, T. J. (2015). Strategic double cropping on Vertisols: A viable rainfed cropping option in the Indian SAT to increase productivity and reduce risk. European Journal of Agronomy, 62, 26-37. doi:10.1016/j.eja.2014.09.003"
505,"Reddy P.R.R., Mohammad S.",2009,Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions,"Reddy, P. R. R., & Mohammad, S. (2009). Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions. Indian Journal of Agricultural Sciences, 79(3), 210-214."
412,"Narkhede W.N., Deshmukh M.S., Bhale V.M., Gill M.S., Gadade G.D., More S.S.",2011,Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra,"Narkhede, W. N., Deshmukh, M. S., Bhale, V. M., Gill, M. S., Gadade, G. D., & More, S. S. (2011). Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra. Indian Journal of Agronomy, 56(2), 104-108."
782,"Baishya, L. K., Jamir, T., Walling, N., & Rajkhowa, D. J. (2021, Nov).",2021,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region","Baishya, L. K., Jamir, T., Walling, N., & Rajkhowa, D. J. (2021). Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region. Legume Research, 44(11), 1343-1347. doi:10.18805/lr-4190"
779,"Bastia, D. K., Behera, S. K., & Panda, M. R. (2021, Dec).",2021,"Impacts of soil fertility management on productivity and economics of rice and fodder intercropping systems under rainfed conditions in Odisha, India","Bastia, D. K., Behera, S. K., & Panda, M. R. (2021). Impacts of soil fertility management on productivity and economics of rice and fodder intercropping systems under rainfed conditions in Odisha, India. Journal of Integrative Agriculture, 20(12), 3114-3126. doi:10.1016/s2095-3119(20)63591-2"
478,"Pradhan A., Idol T., Roul P.K.",2016,Conservation agriculture practices in rainfed uplands of india improve maize-based system productivity and profitability,"Pradhan, A., Idol, T., & Roul, P. K. (2016). Conservation Agriculture Practices in Rainfed Uplands of India Improve Maize-Based System Productivity and Profitability. Front Plant Sci, 7(2016JULY), 1008. doi:10.3389/fpls.2016.01008"
388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284."
96,"Chan C., Sipes B., Ayman A., Zhang X., LaPorte P., Fernandes F., Pradhan A., Chan-Dentoni J., Roul P.",2017,Efficiency of conservation agriculture production systems for smallholders in rain-fed uplands of India: A transformative approach to food security,"Chan, C., Sipes, B., Ayman, A., Zhang, X., LaPorte, P., Fernandes, F., . . . Roul, P. (2017). Efficiency of conservation agriculture production systems for smallholders in rain-fed uplands of India: A transformative approach to food security. Land, 6(3). doi:10.3390/land6030058"
477,"Pradhan A., Chan C., Roul P.K., Halbrendt J., Sipes B.",2018,Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach,"Pradhan, A., Chan, C., Roul, P. K., Halbrendt, J., & Sipes, B. (2018). Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach. Agricultural Systems, 163, 27-35. doi:10.1016/j.agsy.2017.01.002"
529,"Sarkar R.K., Chakraborty A.",2000,Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land,"Sarkar, R. K., & Chakraborty, A. (2000). Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land. Indian Journal of Agricultural Sciences, 70(4), 211-214."
530,"Sarkar R.K., Chakraborty A., Bala B.",1998,Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land,"Sarkar, R. K., Chakraborty, A., & Bala, B. (1998). Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land. Indian Journal of Agronomy, 43(4), 601-605."
528,"Sarkar R.K., Sanyal S.R.",2000,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,"Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550."
128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks,"Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13."
727,"Suhi AA, Mia S, Khanam S, et al",2022,How Does Maize-Cowpea Intercropping Maximize Land Use and Economic Return? A Field Trial in Bangladesh,"Suhi, A. A., Mia, S., Khanam, S., Mithu, M. H., Uddin, M. K., Muktadir, M. A., . . . Jindo, K. (2022). How Does Maize-Cowpea Intercropping Maximize Land Use and Economic Return? A Field Trial in Bangladesh. Land, 11(4), 18. doi:10.3390/land11040581"
540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,"Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38."
132,"Dayal D., Mangalassery S., Meena S.L., Ram B.",2015,Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology,"Dayal, D., Mangalassery, S., Meena, S. L., & Ram, B. (2015). Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology. Indian Journal of Agronomy, 60(2), 297-300."
18,"Alam M.M., Ladha J.K., Faisal M.W., Sharma S., Saha A., Noor S., Rahman M.A.",2015,Improvement of cereal-based cropping systems following the principles of conservation agriculture under changing agricultural scenarios in Bangladesh,"Alam, M. M., Ladha, J. K., Faisal, M. W., Sharma, S., Saha, A., Noor, S., & Rahman, M. A. (2015). Improvement of cereal-based cropping systems following the principles of conservation agriculture under changing agricultural scenarios in Bangladesh. Field Crops Research, 175, 1-15. doi:10.1016/j.fcr.2014.12.015"
49,"Baishya L.K., Rathore S.S., Sarkar D., Jamir T., Rajkhowa D.J.",2019,Crop and varietal diversification for enhancing productivity and profitability of rice fallow system in eastern Himalayan region,"Baishya, L. K., Rathore, S. S., Sarkar, D., Jamir, T., & Rajkhowa, D. J. (2019). Crop and varietal diversification for enhancing productivity and profitability of rice fallow system in eastern Himalayan region. Indian Journal of Agricultural Sciences, 89(5), 800-805."
56,"Banjara T.R., Bohra J.S., Kumar S., Singh T., Shori A., Prajapat K.",2021,Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India,"Banjara, T. R., Bohra, J. S., Kumar, S., Singh, T., Shori, A., & Prajapat, K. (2021). Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India. Archives of Agronomy and Soil Science. doi:10.1080/03650340.2021.1912324"
609,"Telkar S.G., Singh A.K.",2018,"Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops","Telkar, S. G., & Singh, A. K. (2018). Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops. Indian Journal of Agricultural Sciences, 88(3), 458-462."
574,"Singh S.P., Lal S.S.",2013,Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh,"Singh, S. P., & Lal, S. S. (2013). Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh. Potato Journal, 40(2), 149-154."
489,"Rajput R.L., Kushwaha B.B.",2021,Yield analysis of chickpea (Cicer arietinum) with mustard (brassaca juncea) intercropping system as influenced by weed management practices,"Rajput, R. L., & Kushwaha, B. B. (2020). Yield Analysis of Chickpea (Cicer arietinum) with Mustard (Brassaca juncea) Intercropping System as Influenced by Weed Management Practices. Legume Research - an International Journal, 44(Of), 94-97. doi:10.18805/lr-3842"
560,"Singh A., Tanwar S.P.S., Meghwal P.R., Saxena A., Kumar M.",2018,Assessing productivity and profitability of a rejuvenated ber (Ziziphus mauritiana) based agri-horti system under arid rainfed conditions,"Singh, A., Tanwar, S. P. S., Meghwal, P. R., Saxena, A., & Kumar, M. (2018). Assessing productivity and profitability of a rejuvenated ber (Ziziphus mauritiana) based agri-horti system under arid rainfed conditions. Indian Journal of Agricultural Sciences, 88(4), 573-578."
309,"Kumar M., Kumar R., Rangnamei K.L., Das A., Meena K.L., Rajkhowa D.J.",2019,Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas,"Kumar, M., Kumar, R., Rangnamei, K. L., Das, A., Meena, K. L., & Rajkhowa, D. J. (2019). Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas. Indian Journal of Agricultural Sciences, 89(7), 1157-1161."
784,"Ansari, M. H., Verma, B. K., Ansari, M. A., Mishra, D., Srivastava, A. K., Khan, N., & Saquib, M. (2015, Mar).  [Article]. Indian Journal of Agricultural Sciences, 85(3), 100-104. <Go to ISI>://WOS:000351480400015",2015,"Impact of cropping pattern on growth, yield attributes and system productivity of citronella (Citronella winterianus) - pulses intercropping system in Central India","Ansari, M. H., Verma, B. K., Ansari, M. A., Mishra, D., Srivastava, A. K., Khan, N., & Saquib, M. (2015). Impact of cropping pattern on growth, yield attributes and system productivity of citronella (Citronella winterianus) - pulses intercropping system in Central India. Indian Journal of Agricultural Sciences, 85(3), 100-104."
195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run,"Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243"
259,"Jat R.S., Choudhary R.L., Singh H.V., Meena M.K., Singh V.V., Rai P.K.",2021,"Sustainability, productivity, profitability and soil health with conservation agriculture based sustainable intensification of oilseed brassica production system","Jat, R. S., Choudhary, R. L., Singh, H. V., Meena, M. K., Singh, V. V., & Rai, P. K. (2021). Sustainability, productivity, profitability and soil health with conservation agriculture based sustainable intensification of oilseed brassica production system. Scientific Reports, 11(1). doi:10.1038/s41598-021-92801-z"
461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,"Paudel, B., Chan, C., Halbrendt, J., Crow, S. E., Radovich, T. J. K., & Norton, G. (2016). Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal. Journal of Soil and Water Conservation, 71(2), 103-117. doi:10.2489/jswc.71.2.103"
105,"Choudhary V.K., Kumar P.S.",2016,"Productivity, Water Use and Energy Profitability of Staggered Maize–Legume Intercropping in the Eastern Himalayan Region of India","Choudhary, V. K., & Kumar, P. S. (2016). Productivity, Water Use and Energy Profitability of Staggered Maize–Legume Intercropping in the Eastern Himalayan Region of India. Proceedings of the National Academy of Sciences India Section B - Biological Sciences, 86(3), 547-557. doi:10.1007/s40011-014-0476-7"
106,"Choudhary V.K., Kumar P.S.",2013,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India","Choudhary, V. K., & Kumar, P. S. (2013). Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India. Archives of Agronomy and Soil Science, 59(5), 653-669. doi:10.1080/03650340.2012.665992"
107,"Choudhary V.K., Kumar P.S., Sarkar S.K., Yadav J.S.",2013,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh","Choudhary, V. K., Kumar, P. S., Sarkar, S. K., & Yadav, J. S. (2013). Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh. Indian Journal of Agricultural Sciences, 83(1), 110-115."
539,"Sharma A.R., Behera U.K.",2009,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,"Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32."
613,"Tetarwal J.P., Rana K.S.",2006,"Impact of cropping system, fertility level and moisture-conservation practice on productivity, nutrient uptake, water use and profitability of pearlmillet (Pennisetum glaucum) under rainfed conditions","Tetarwal, J. P., & Rana, K. S. (2006). Impact of cropping system, fertility level and moisture-conservation practice on productivity, nutrient uptake, water use and profitability of pearlmillet (Pennisetum glaucum) under rainfed conditions. Indian Journal of Agronomy, 51(4), 263-266."
320,"Kuri B.R., Yadav R.S., Kumawat A.",2012,Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone,"Kuri, B. R., Yadav, R. S., & Kumawat, A. (2014). Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone. Indian Journal of Agricultural Sciences, 82(11), 993-996."
570,"Singh R.J., Ahlawat I.P.S.",2015,Energy budgeting and carbon footprint of transgenic cotton–wheat production system through peanut intercropping and FYM addition,"Singh, R. J., & Ahlawat, I. P. S. (2015). Energy budgeting and carbon footprint of transgenic cotton-wheat production system through peanut intercropping and FYM addition. Environmental Monitoring and Assessment, 187(5), 16. doi:10.1007/s10661-015-4516-4"
453,"Parihar M.D., Parihar C.M., Nanwal R.K., Singh A.K., Jat S.L., Nayak H.S., Ghasal P.C., Jewlia H.R., Choudhary M., Jat M.L.",2019,Effect of different tillage and residue management practices on crop and water productivity and economics in maize (Zea mays) based rotations,"Parihar, M. D., Parihar, C. M., Nanwal, R. K., Singh, A. K., Jat, S. L., Nayak, H. S., . . . Jat, M. L. (2019). Effect of different tillage and residue management practices on crop and water productivity and economics in maize (Zea mays) based rotations. Indian Journal of Agricultural Sciences, 89(2), 360-366."
673,"Yadav M.R., Parihar C.M., Jat S.L., Singh A.K., Kumar R., Yadav R.K., Kuri B.R., Parihar M.D., Yadav B., Verma A.P., Jat M.L.",2017,Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India,"Yadav, M. R., Parihar, C. M., Jat, S. L., Singh, A. K., Kumar, R., Yadav, R. K., . . . Jat, M. L. (2017). Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India. Legume Research, 40(2), 282-290. doi:10.18805/1r.v0i0.7583"
410,"Naresh R.K., Singh S.P., Kumar P., Singh B., Singh P.K., Chauhan P., Rathore R.S.",2014,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity","Naresh, R. K., Singh, S. P., Kumar, P., Singh, B., Singh, P. K., Chauhan, P., & Rathore, R. S. (2014). Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity. Indian Journal of Agricultural Sciences, 84(6), 695-701."
546,"Sharma S.K., Singh J.",2014,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,"Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435."
563,"Singh B., Dhaka A.K., Kumar S., Singh S., Kumar M.",2017,"Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements","Singh, B., Dhaka, A. K., Kumar, S., Singh, S., & Kumar, M. (2017). Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements. Indian Journal of Agronomy, 62(4), 443-450."
577,"Singh V.P., Singh V.K.",2001,Productivity potential and economics of maize (Zea mays) and soybean (Glycine max) intercroping patterns under rainfed low hill or valley situation of Uttaranchal,"Singh, U., Singh, S. R., Saad, A. A., Khanday, B. A., & Singh, J. K. (2011). Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management. Indian Journal of Agricultural Sciences, 81(3), 219-225."
154,"Dwivedi A., Singh A., Tomar S.S., Bankoti P., Singh O., Kumar K.",2016,Interaction effect of maize and mashbean intercropping on sustainable production system in subtropical Zone of India,"Dwivedi, A., Singh, A., Tomar, S. S., Bankoti, P., Singh, O., & Kumar, K. (2016). Interaction effect of maize and mashbean intercropping on sustainable production system in subtropical Zone of India. Nature Environment and Pollution Technology, 15(2), 661-665."
626,"Tripathi S.C., Singh R.P.",2008,Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system,"Tripathi, S. C., & Singh, R. P. (2008). Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system. Indian Journal of Agronomy, 53(1), 27-31."
99,"Chauhan D.S., Sharma R.K., Kharub A.S., Tripathi S.C., Chhokar R.S.",2001,"Effect of crop intensification on productivity, profitability, energetics and soil fertility in rice (Oryza sativa)-wheat (Triticum aestivum) cropping system of north-western plains","Chauhan, D. S., Sharma, R. K., Kharub, A. S., Tripathi, S. C., & Chhokar, R. S. (2001). Effect of crop intensification on productivity, profitability, energetics and soil fertility in rice (Oryza sativa)-wheat (Triticum aestivum) cropping system of north-western plains. Indian Journal of Agricultural Sciences, 71(5), 299-302."
258,"Jat R.D., Jat H.S., Nanwal R.K., Yadav A.K., Bana A., Choudhary K.M., Kakraliya S.K., Sutaliya J.M., Sapkota T.B., Jat M.L.",2018,Conservation agriculture and precision nutrient management practices in maize-wheat system: Effects on crop and water productivity and economic profitability,"Jat, R. D., Jat, H. S., Nanwal, R. K., Yadav, A. K., Bana, A., Choudhary, K. M., . . . Jat, M. L. (2018). Conservation agriculture and precision nutrient management practices in maize-wheat system: Effects on crop and water productivity and economic profitability. Field Crops Research, 222, 111-120. doi:10.1016/j.fcr.2018.03.025"
176,"Feng L., Raza M.A., Chen Y., Khalid M.H.B., Meraj T.A., Ahsan F., Fan Y., Du J., Wu X., Song C., Liu C., Bawa G., Zhang Z., Yuan S., Yang F., Yang W.",2019,Narrow-wide row planting pattern improves the light environment and seed yields of intercrop species in relay intercropping system,"Feng, L., Raza, M. A., Chen, Y., Khalid, M. H. B., Meraj, T. A., Ahsan, F., . . . Yang, W. (2019). Narrow-wide row planting pattern improves the light environment and seed yields of intercrop species in relay intercropping system. PLoS ONE, 14(2). doi:10.1371/journal.pone.0212885"
542,"Sharma N.K., Singh R.J., Mandal D., Kumar A., Alam N.M., Keesstra S.",2017,"Increasing farmer's income and reducing soil erosion using intercropping in rainfed maize-wheat rotation of Himalaya, India","Sharma, N. K., Singh, R. J., Mandal, D., Kumar, A., Alam, N. M., & Keesstra, S. (2017). Increasing farmer’s income and reducing soil erosion using intercropping in rainfed maize-wheat rotation of Himalaya, India. Agriculture, Ecosystems & Environment, 247, 43-53. doi:10.1016/j.agee.2017.06.026"
495,"Ranjan R., Sharma N.K., Kumar A., Pramanik M., Mehta H., Ojasvi P.R., Yadav R.S.",2021,"Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas","Ranjan, R., Sharma, N. K., Kumar, A., Pramanik, M., Mehta, H., Ojasvi, P. R., & Yadav, R. S. (2021). Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas. Experimental Agriculture, 57(2), 69-84. doi:10.1017/s0014479721000053"
278,"Kaur N., Bhullar M.S., Gill G.",2015,Weed management options for sugarcane-vegetable intercropping systems in north-western India,"Kaur, N., Bhullar, M. S., & Gill, G. (2015). Weed management options for sugarcane-vegetable intercropping systems in north-western India. Crop Protection, 74, 18-23. doi:10.1016/j.cropro.2015.03.025"
104,"Choudhary R., Singh P., Sidhu H.S., Nandal D.P., Jat H.S., Yadvinder-Singh, Jat M.L.",2016,Evaluation of tillage and crop establishment methods integrated with relay seeding of wheat and mungbean for sustainable intensification of cotton-wheat system in South Asia,"Choudhary, R., Singh, P., Sidhu, H. S., Nandal, D. P., Jat, H. S., Yadvinder, S., & Jat, M. L. (2016). Evaluation of tillage and crop establishment methods integrated with relay seeding of wheat and mungbean for sustainable intensification of cotton-wheat system in South Asia. Field Crops Research, 199, 31-41. doi:10.1016/j.fcr.2016.08.011"
295,"Khokhar A., Yousuf A., Singh M., Sharma V., Sandhu P.S., Chary G.R.",2021,"Impact of land configuration and strip-intercropping on runoff, soil loss and crop yields under rainfed conditions in the shivalik foothills of north-west, india","Khokhar, A., Yousuf, A., Singh, M., Sharma, V., Sandhu, P. S., & Chary, G. R. (2021). Impact of land configuration and strip-intercropping on runoff, soil loss and crop yields under rainfed conditions in the shivalik foothills of north-west, india. Sustainability (Switzerland), 13(11). doi:10.3390/su13116282"
631,"ul Haq M.I., Ahmad R., Jabbar A., Khalid M.",2018,The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate,"ul Haq, M. I., Ahmad, R., Jabbar, A., & Khalid, M. (2018). The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate. International Journal of Agriculture and Biology, 20(11), 2437-2445. doi:10.17957/IJAB/15.0787"
14,"Akhtar M., Yaqub M., Iqbal Z., Ashraf M.Y., Akhter J., Hussain F.",2010,Improvement in yield and nutrient uptake by cocropping of wheat and chickpea,"Akhtar, M., Yaqub, M., Iqbal, Z., Ashraf, M. Y., Akhter, J., & Hussain, F. (2010). Improvement in yield and nutrient uptake by cocropping of wheat and chickpea. Pakistan Journal of Botany, 42(6), 4043-4049."
709,"Zhang X, Chen T, Qi YK, et al",2022,Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability,"Zhang, X., Chen, T., Qi, Y. K., Yang, R. P., Deng, A. X., Wang, T. S., . . . Zhang, W. J. (2022). Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability. Agronomy-Basel, 12(4), 13. doi:10.3390/agronomy12040924"
413,"Nasrallah A., Belhouchette H., Baghdadi N., Mhawej M., Darwish T., Darwich S., Faour G.",2020,Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment,"Nasrallah, A., Belhouchette, H., Baghdadi, N., Mhawej, M., Darwish, T., Darwich, S., & Faour, G. (2020). Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment. European Journal of Agronomy, 113. doi:10.1016/j.eja.2019.125968"
567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley","Singh, L., Singh, J. K., Chand, L., & Hasan, B. (2009). Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley. Indian Journal of Agronomy, 54(3), 291-295."
72,"Bhat R., Hussain S., Wani W.M., Banday F.A., Sharma M.K.",2015,"Effect of intercrops on productivity, quality, leaf nutrient status and relative economic yield of apple cv. Red Delicious","Bhat, R., Hussain, S., Wani, W. M., Banday, F. A., & Sharma, M. K. (2015). Effect of intercrops on productivity, quality, leaf nutrient status and relative economic yield of apple cv. Red Delicious. Journal of Applied Horticulture, 17(3), 213-216."
575,"Singh U., Singh S.R., Saad A.A., Khanday B.A., Singh J.K.",2011,"Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management",NA
337,"Li R., Lin H., Niu H., Chen Y., Zhao S., Fan L.",2019,"Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China","Li, R., Lin, H., Niu, H., Chen, Y., Zhao, S., & Fan, L. (2019). Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China. Agricultural Systems, 168, 19-26. doi:10.1016/j.agsy.2018.10.002"
185,"Fung K.M., Tai A.P.K., Yong T., Liu X., Lam H.-M.",2019,Co-benefits of intercropping as a sustainable farming method for safeguarding both food security and air quality,"Fung, K. M., Tai, A. P. K., Yong, T., Liu, X., & Lam, H. M. (2019). Co-benefits of intercropping as a sustainable farming method for safeguarding both food security and air quality. Environmental Research Letters, 14(4). doi:10.1088/1748-9326/aafc8b"
338,"LI Y.-H., SHI D.-Y., LI G.-H., ZHAO B., ZHANG J.-W., LIU P., REN B., DONG S.-T.",2019,"Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize","Li, Y.-h., Shi, D.-y., Li, G.-h., Zhao, B., Zhang, J.-w., Liu, P., . . . Dong, S.-t. (2019). Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize. Journal of Integrative Agriculture, 18(10), 2219-2229. doi:10.1016/s2095-3119(19)62616-x"
231,"Hokazono S., Hayashi K.",2015,Life cycle assessment of organic paddy rotation systems using land- and product-based indicators: a case study in Japan,"Hokazono, S., & Hayashi, K. (2015). Life cycle assessment of organic paddy rotation systems using land- and product-based indicators: a case study in Japan. International Journal of Life Cycle Assessment, 20(8), 1061-1075. doi:10.1007/s11367-015-0906-7"
